"brood_code","Brood_Year","species_description","run_description","stock_description","Origin_desc","quasi_noaa_name","Wild","Hatchery","nosa_esa_pop_name","stock_id","comments","sasi_stock_num","POPFIT","BESTVALUE","nosaij","nosaej","phosij","phosej","tsaij","tsaej","pHOS","pNOS","pNOB","pHOB","pNI"
"SH:WL:LCOW:2020:H",2020,"steelhead","winter","Lower Cowlitz River","Hatchery Origin","Lower Cowlitz River winter steelhead",3,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0118110236220472,0.988188976377953,NA
"SH:WL:LCOW:2021:H",2021,"steelhead","winter","Lower Cowlitz River","Hatchery Origin","Lower Cowlitz River winter steelhead",1,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00520833333333333,0.994791666666667,NA
"SH:WL:LCOW:2022:H",2022,"steelhead","winter","Lower Cowlitz River","Hatchery Origin","Lower Cowlitz River winter steelhead",0,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WL:LCOW:2023:H",2023,"steelhead","winter","Lower Cowlitz River","Hatchery Origin","Lower Cowlitz River winter steelhead",0,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WL:LCOW:2024:H",2024,"steelhead","winter","Lower Cowlitz River","Hatchery Origin","Lower Cowlitz River winter steelhead",0,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WL:LEWI:2012:W",2012,"steelhead","winter","Lewis River","Wild Origin","Lewis River winter steelhead",44,0,"Steelhead (Lower Columbia River DPS) North Fork Lewis River - winter","221E528E-D73A-40AC-94C5-421B2743FCCA",NA,"6749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:LEWI:2013:W",2013,"steelhead","winter","Lewis River","Wild Origin","Lewis River winter steelhead",19,0,"Steelhead (Lower Columbia River DPS) North Fork Lewis River - winter","221E528E-D73A-40AC-94C5-421B2743FCCA",NA,"6749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:LEWI:2014:W",2014,"steelhead","winter","Lewis River","Wild Origin","Lewis River winter steelhead",45,6,"Steelhead (Lower Columbia River DPS) North Fork Lewis River - winter","221E528E-D73A-40AC-94C5-421B2743FCCA",NA,"6749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882352941176471,0.117647058823529,NA
"SH:WL:LEWI:2015:W",2015,"steelhead","winter","Lewis River","Wild Origin","Lewis River winter steelhead",50,0,"Steelhead (Lower Columbia River DPS) North Fork Lewis River - winter","221E528E-D73A-40AC-94C5-421B2743FCCA",NA,"6749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:LEWI:2016:W",2016,"steelhead","winter","Lewis River","Wild Origin","Lewis River winter steelhead",37,0,"Steelhead (Lower Columbia River DPS) North Fork Lewis River - winter","221E528E-D73A-40AC-94C5-421B2743FCCA",NA,"6749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:LEWI:2017:W",2017,"steelhead","winter","Lewis River","Wild Origin","Lewis River winter steelhead",51,0,"Steelhead (Lower Columbia River DPS) North Fork Lewis River - winter","221E528E-D73A-40AC-94C5-421B2743FCCA",NA,"6749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:LEWI:2018:W",2018,"steelhead","winter","Lewis River","Wild Origin","Lewis River winter steelhead",46,0,"Steelhead (Lower Columbia River DPS) North Fork Lewis River - winter","221E528E-D73A-40AC-94C5-421B2743FCCA",NA,"6749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:LEWI:2019:W",2019,"steelhead","winter","Lewis River","Wild Origin","Lewis River winter steelhead",32,0,"Steelhead (Lower Columbia River DPS) North Fork Lewis River - winter","221E528E-D73A-40AC-94C5-421B2743FCCA",NA,"6749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:LEWI:2020:W",2020,"steelhead","winter","Lewis River","Wild Origin","Lewis River winter steelhead",48,0,"Steelhead (Lower Columbia River DPS) North Fork Lewis River - winter","221E528E-D73A-40AC-94C5-421B2743FCCA",NA,"6749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:LEWI:2021:W",2021,"steelhead","winter","Lewis River","Wild Origin","Lewis River winter steelhead",52,0,"Steelhead (Lower Columbia River DPS) North Fork Lewis River - winter","221E528E-D73A-40AC-94C5-421B2743FCCA",NA,"6749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:LEWI:2022:W",2022,"steelhead","winter","Lewis River","Wild Origin","Lewis River winter steelhead",52,0,"Steelhead (Lower Columbia River DPS) North Fork Lewis River - winter","221E528E-D73A-40AC-94C5-421B2743FCCA",NA,"6749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:LEWI:2023:W",2023,"steelhead","winter","Lewis River","Wild Origin","Lewis River winter steelhead",53,0,"Steelhead (Lower Columbia River DPS) North Fork Lewis River - winter","221E528E-D73A-40AC-94C5-421B2743FCCA",NA,"6749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:LEWI:2024:H",2024,"steelhead","winter","Lewis River","Hatchery Origin","Lewis River winter steelhead",0,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WL:LEWI:2024:W",2024,"steelhead","winter","Lewis River","Wild Origin","Lewis River winter steelhead",44,7,"Steelhead (Lower Columbia River DPS) North Fork Lewis River - winter","221E528E-D73A-40AC-94C5-421B2743FCCA",NA,"6749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.862745098039216,0.137254901960784,NA
"SH:WL:TILT:2013:M",2013,"steelhead","winter","Tilton River","Mixed Hatchery/Wild Origin","Tilton River winter steelhead",47,0,"Steelhead (Lower Columbia River DPS) Tilton River - winter","F088B0C7-1F48-40E0-B871-DA0FF4EB94E6",NA,"6704","Same","Yes",NA,445,NA,0,NA,445,0,1,1,0,1
"SH:WL:TILT:2014:W",2014,"steelhead","winter","Tilton River","Wild Origin","Tilton River winter steelhead",41,0,"Steelhead (Lower Columbia River DPS) Tilton River - winter","F088B0C7-1F48-40E0-B871-DA0FF4EB94E6",NA,"6704","Same","Yes",NA,292,NA,0,NA,292,0,1,1,0,1
"SH:WL:TILT:2015:W",2015,"steelhead","winter","Tilton River","Wild Origin","Tilton River winter steelhead",41,8,"Steelhead (Lower Columbia River DPS) Tilton River - winter","F088B0C7-1F48-40E0-B871-DA0FF4EB94E6",NA,"6704","Same","Yes",NA,363,NA,0.339,NA,549,0.339,0.661,0.836734693877551,0.163265306122449,0.71166964642169
"SH:WL:TILT:2016:W",2016,"steelhead","winter","Tilton River","Wild Origin","Tilton River winter steelhead",58,0,"Steelhead (Lower Columbia River DPS) Tilton River - winter","F088B0C7-1F48-40E0-B871-DA0FF4EB94E6",NA,"6704","Same","Yes",NA,364,NA,0.29,NA,513,0.29,0.71,1,0,0.775193798449612
"SH:WL:TILT:2017:W",2017,"steelhead","winter","Tilton River","Wild Origin","Tilton River winter steelhead",34,11,"Steelhead (Lower Columbia River DPS) Tilton River - winter","F088B0C7-1F48-40E0-B871-DA0FF4EB94E6",NA,"6704","Same","Yes",NA,155,NA,0.129,NA,178,0.129,0.871,0.755555555555556,0.244444444444444,0.854164049742495
"SH:WL:TILT:2018:W",2018,"steelhead","winter","Tilton River","Wild Origin","Tilton River winter steelhead",49,3,"Steelhead (Lower Columbia River DPS) Tilton River - winter","F088B0C7-1F48-40E0-B871-DA0FF4EB94E6",NA,"6704","Same","Yes",NA,166,NA,0.088,NA,182,0.088,0.912,0.942307692307692,0.0576923076923077,0.914588621770942
"SH:WL:TILT:2019:W",2019,"steelhead","winter","Tilton River","Wild Origin","Tilton River winter steelhead",58,0,"Steelhead (Lower Columbia River DPS) Tilton River - winter","F088B0C7-1F48-40E0-B871-DA0FF4EB94E6",NA,"6704","Same","Yes",NA,194,NA,0.205,NA,244,0.205,0.795,1,0,0.829875518672199
"SH:WL:TILT:2020:M",2020,"steelhead","winter","Tilton River","Mixed Hatchery/Wild Origin","Tilton River winter steelhead",20,22,"Steelhead (Lower Columbia River DPS) Tilton River - winter","F088B0C7-1F48-40E0-B871-DA0FF4EB94E6",NA,"6704","Same","Yes",NA,185,NA,0.307,NA,267,0.307,0.693,0.476190476190476,0.523809523809524,0.608013619505077
"SH:WL:TILT:2021:M",2021,"steelhead","winter","Tilton River","Mixed Hatchery/Wild Origin","Tilton River winter steelhead",11,24,"Steelhead (Lower Columbia River DPS) Tilton River - winter","F088B0C7-1F48-40E0-B871-DA0FF4EB94E6",NA,"6704","Same","Yes",NA,54,NA,NA,NA,68,0.205882352941177,0.794117647058823,0.314285714285714,0.685714285714286,0.604200323101777
"SH:WL:TILT:2021:M",2021,"steelhead","winter","Tilton River","Mixed Hatchery/Wild Origin","Tilton River winter steelhead",11,24,"Steelhead (Lower Columbia River DPS) Tilton River - winter","F088B0C7-1F48-40E0-B871-DA0FF4EB94E6",NA,"6704",NA,"Yes",NA,NA,NA,0.35,NA,NA,0.35,0.65,0.314285714285714,0.685714285714286,0.473118279569892
"SH:WL:TILT:2022:M",2022,"steelhead","winter","Tilton River","Mixed Hatchery/Wild Origin","Tilton River winter steelhead",11,29,"Steelhead (Lower Columbia River DPS) Tilton River - winter","F088B0C7-1F48-40E0-B871-DA0FF4EB94E6",NA,"6704","Same","Yes",NA,132,NA,0.66,NA,387,0.66,0.34,0.275,0.725,0.294117647058824
"SH:WL:TILT:2023:M",2023,"steelhead","winter","Tilton River","Mixed Hatchery/Wild Origin","Tilton River winter steelhead",7,40,"Steelhead (Lower Columbia River DPS) Tilton River - winter","F088B0C7-1F48-40E0-B871-DA0FF4EB94E6",NA,"6704","Same","Yes",NA,105,NA,0.35,NA,161,0.35,0.65,0.148936170212766,0.851063829787234,0.298507462686567
"SH:WL:TILT:2024:M",2024,"steelhead","winter","Tilton River","Mixed Hatchery/Wild Origin","Tilton River winter steelhead",31,24,"Steelhead (Lower Columbia River DPS) Tilton River - winter","F088B0C7-1F48-40E0-B871-DA0FF4EB94E6",NA,"6704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563636363636364,0.436363636363636,NA
"SH:WL:UCOW:2013:M",2013,"steelhead","winter","Upper Cowlitz River","Mixed Hatchery/Wild Origin","Upper Cowlitz River winter steelhead",66,0,"Steelhead (Lower Columbia River DPS) Upper Cowlitz River - winter","8E86EC48-6DEB-4FC8-8F3A-7F57B814EBF6",NA,"6702","Multiple","Yes",NA,343,NA,0,NA,343,0,1,1,0,1
"SH:WL:UCOW:2014:M",2014,"steelhead","winter","Upper Cowlitz River","Mixed Hatchery/Wild Origin","Upper Cowlitz River winter steelhead",7,61,"Steelhead (Lower Columbia River DPS) Upper Cowlitz River - winter","8E86EC48-6DEB-4FC8-8F3A-7F57B814EBF6",NA,"6702","Multiple","Yes",NA,24,NA,0.905,NA,253,0.905,0.095,0.102941176470588,0.897058823529412,0.1021301429822
"SH:WL:UCOW:2015:W",2015,"steelhead","winter","Upper Cowlitz River","Wild Origin","Upper Cowlitz River winter steelhead",42,46,"Steelhead (Lower Columbia River DPS) Upper Cowlitz River - winter","8E86EC48-6DEB-4FC8-8F3A-7F57B814EBF6",NA,"6702","Multiple","Yes",NA,151,NA,0.664,NA,449,0.664,0.336,0.477272727272727,0.522727272727273,0.418193404492592
"SH:WL:UCOW:2016:W",2016,"steelhead","winter","Upper Cowlitz River","Wild Origin","Upper Cowlitz River winter steelhead",62,40,"Steelhead (Lower Columbia River DPS) Upper Cowlitz River - winter","8E86EC48-6DEB-4FC8-8F3A-7F57B814EBF6",NA,"6702","Multiple","Yes",NA,120,NA,0.733,NA,450,0.733,0.267,0.607843137254902,0.392156862745098,0.453329043768188
"SH:WL:UCOW:2017:W",2017,"steelhead","winter","Upper Cowlitz River","Wild Origin","Upper Cowlitz River winter steelhead",71,11,"Steelhead (Lower Columbia River DPS) Upper Cowlitz River - winter","8E86EC48-6DEB-4FC8-8F3A-7F57B814EBF6",NA,"6702","Multiple","Yes",NA,216,NA,0.335,NA,325,0.335,0.665,0.865853658536585,0.134146341463415,0.721031786330862
"SH:WL:UCOW:2018:W",2018,"steelhead","winter","Upper Cowlitz River","Wild Origin","Upper Cowlitz River winter steelhead",42,41,"Steelhead (Lower Columbia River DPS) Upper Cowlitz River - winter","8E86EC48-6DEB-4FC8-8F3A-7F57B814EBF6",NA,"6702","Multiple","Yes",NA,400,NA,0.317,NA,586,0.317,0.683,0.506024096385542,0.493975903614458,0.614835092444848
"SH:WL:UCOW:2019:W",2019,"steelhead","winter","Upper Cowlitz River","Wild Origin","Upper Cowlitz River winter steelhead",31,53,"Steelhead (Lower Columbia River DPS) Upper Cowlitz River - winter","8E86EC48-6DEB-4FC8-8F3A-7F57B814EBF6",NA,"6702","Multiple","Yes",NA,118,NA,0.157,NA,140,0.157,0.843,0.369047619047619,0.630952380952381,0.701547931565131
"SH:WL:UCOW:2020:M",2020,"steelhead","winter","Upper Cowlitz River","Mixed Hatchery/Wild Origin","Upper Cowlitz River winter steelhead",80,28,"Steelhead (Lower Columbia River DPS) Upper Cowlitz River - winter","8E86EC48-6DEB-4FC8-8F3A-7F57B814EBF6",NA,"6702","Multiple","Yes",NA,513,NA,0.342,NA,780,0.342,0.658,0.740740740740741,0.259259259259259,0.684134911404529
"SH:WL:UCOW:2021:M",2021,"steelhead","winter","Upper Cowlitz River","Mixed Hatchery/Wild Origin","Upper Cowlitz River winter steelhead",72,0,"Steelhead (Lower Columbia River DPS) Upper Cowlitz River - winter","8E86EC48-6DEB-4FC8-8F3A-7F57B814EBF6",NA,"6702","Multiple","Yes",NA,223,NA,0.43,NA,388,0.43,0.57,1,0,0.699300699300699
"SH:WL:UCOW:2022:M",2022,"steelhead","winter","Upper Cowlitz River","Mixed Hatchery/Wild Origin","Upper Cowlitz River winter steelhead",26,52,"Steelhead (Lower Columbia River DPS) Upper Cowlitz River - winter","8E86EC48-6DEB-4FC8-8F3A-7F57B814EBF6",NA,"6702","Multiple","Yes",NA,609,NA,0.31,NA,880,0.31,0.69,0.333333333333333,0.666666666666667,0.518134715025907
"SH:WL:UCOW:2023:M",2023,"steelhead","winter","Upper Cowlitz River","Mixed Hatchery/Wild Origin","Upper Cowlitz River winter steelhead",19,81,"Steelhead (Lower Columbia River DPS) Upper Cowlitz River - winter","8E86EC48-6DEB-4FC8-8F3A-7F57B814EBF6",NA,"6702","Multiple","Yes",NA,285,NA,0.42,NA,493,0.42,0.58,0.19,0.81,0.311475409836066
"SH:WL:UCOW:2024:M",2024,"steelhead","winter","Upper Cowlitz River","Mixed Hatchery/Wild Origin","Upper Cowlitz River winter steelhead",34,113,"Steelhead (Lower Columbia River DPS) Upper Cowlitz River - winter","8E86EC48-6DEB-4FC8-8F3A-7F57B814EBF6",NA,"6702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231292517006803,0.768707482993197,NA
